    1    0    1    0    4    0    4    0 0.0434860344 0.0000000000 
    1    0    1    0    4    1    4    1 0.1033282417 0.0000000000 
    1    0    1    0    4    2    4    2 0.1865190573 0.0000000000 
    1    0    1    0    5    0    5    0 0.1867453341 0.0000000000 
    1    0    1    0    5    1    5    1 0.1040653761 -0.0000000000 
    1    0    1    0    5    2    5    2 0.0425226232 0.0000000000 
    1    1    1    1    0    0    0    0 0.0810933879 -0.0000000000 
    1    1    1    1    0    1    0    1 0.1711465576 -0.0000000000 
    1    1    1    1    0    2    0    2 0.0810933879 0.0000000000 
    1    1    1    1    1    0    1    0 0.0000000000 0.0000000000 
    1    1    1    1    1    1    1    1 0.3333333333 -0.0000000000 
    1    1    1    1    1    2    1    2 0.0000000000 0.0000000000 
    1    1    1    1    2    0    2    0 0.0810933879 -0.0000000000 
    1    1    1    1    2    1    2    1 0.1711465576 -0.0000000000 
    1    1    1    1    2    2    2    2 0.0810933879 -0.0000000000 
    1    1    1    1    3    0    3    0 0.1040653761 0.0000000000 
    1    1    1    1    3    1    3    1 0.1252025811 -0.0000000000 
    1    1    1    1    3    2    3    2 0.1040653761 -0.0000000000 
    1    1    1    1    4    0    4    0 0.1033282417 -0.0000000000 
    1    1    1    1    4    1    4    1 0.1266768500 0.0000000000 
    1    1    1    1    4    2    4    2 0.1033282417 -0.0000000000 
    1    1    1    1    5    0    5    0 0.1040653761 -0.0000000000 
    1    1    1    1    5    1    5    1 0.1252025811 0.0000000000 
    1    1    1    1    5    2    5    2 0.1040653761 -0.0000000000 
    1    2    1    2    0    0    0    0 0.2458064058 -0.0000000000 
    1    2    1    2    0    1    0    1 0.0810933879 -0.0000000000 
    1    2    1    2    0    2    0    2 0.0064335397 0.0000000000 
    1    2    1    2    1    0    1    0 0.0000000000 0.0000000000 
    1    2    1    2    1    1    1    1 0.0000000000 0.0000000000 
    1    2    1    2    1    2    1    2 0.3333333333 -0.0000000000 
    1    2    1    2    2    0    2    0 0.2458064058 -0.0000000000 
    1    2    1    2    2    1    2    1 0.0810933879 -0.0000000000 
    1    2    1    2    2    2    2    2 0.0064335397 -0.0000000000 
    1    2    1    2    3    0    3    0 0.0425226232 -0.0000000000 
    1    2    1    2    3    1    3    1 0.1040653761 -0.0000000000 
    1    2    1    2    3    2    3    2 0.1867453341 -0.0000000000 
    1    2    1    2    4    0    4    0 0.1865190573 -0.0000000000 
    1    2    1    2    4    1    4    1 0.1033282417 -0.0000000000 
    1    2    1    2    4    2    4    2 0.0434860344 -0.0000000000 
    1    2    1    2    5    0    5    0 0.0425226232 0.0000000000 
    1    2    1    2    5    1    5    1 0.1040653761 -0.0000000000 
    1    2    1    2    5    2    5    2 0.1867453341 -0.0000000000 
    2    0    2    0    0    0    0    0 0.1867453341 -0.0000000000 
    2    0    2    0    0    1    0    1 0.1040653761 -0.0000000000 
    2    0    2    0    0    2    0    2 0.0425226232 0.0000000000 
    2    0    2    0    1    0    1    0 0.0064335397 0.0000000000 
    2    0    2    0    1    1    1    1 0.0810933879 -0.0000000000 
    2    0    2    0    1    2    1    2 0.2458064058 -0.0000000000 
    2    0    2    0    2    0    2    0 0.3333333333 -0.0000000000 
    2    0    2    0    2    1    2    1 0.0000000000 0.0000000000 
    2    0    2    0    2    2    2    2 0.0000000000 0.0000000000 
    2    0    2    0    3    0    3    0 0.0064335397 -0.0000000000 
    2    0    2    0    3    1    3    1 0.0810933879 -0.0000000000 
    2    0    2    0    3    2    3    2 0.2458064058 -0.0000000000 
    2    0    2    0    4    0    4    0 0.1867453341 -0.0000000000 
    2    0    2    0    4    1    4    1 0.1040653761 -0.0000000000 
    2    0    2    0    4    2    4    2 0.0425226232 -0.0000000000 
    2    0    2    0    5    0    5    0 0.0434860344 0.0000000000 
    2    0    2    0    5    1    5    1 0.1033282417 -0.0000000000 
    2    0    2    0    5    2    5    2 0.1865190573 -0.0000000000 
    2    1    2    1    0    0    0    0 0.1040653761 -0.0000000000 
    2    1    2    1    0    1    0    1 0.1252025811 0.0000000000 
    2    1    2    1    0    2    0    2 0.1040653761 0.0000000000 
    2    1    2    1    1    0    1    0 0.0810933879 0.0000000000 
    2    1    2    1    1    1    1    1 0.1711465576 -0.0000000000 
    2    1    2    1    1    2    1    2 0.0810933879 -0.0000000000 
    2    1    2    1    2    0    2    0 0.0000000000 0.0000000000 
    2    1    2    1    2    1    2    1 0.3333333333 -0.0000000000 
    2    1    2    1    2    2    2    2 0.0000000000 0.0000000000 
    2    1    2    1    3    0    3    0 0.0810933879 0.0000000000 
    2    1    2    1    3    1    3    1 0.1711465576 -0.0000000000 
    2    1    2    1    3    2    3    2 0.0810933879 -0.0000000000 
    2    1    2    1    4    0    4    0 0.1040653761 -0.0000000000 
    2    1    2    1    4    1    4    1 0.1252025811 -0.0000000000 
    2    1    2    1    4    2    4    2 0.1040653761 0.0000000000 
    2    1    2    1    5    0    5    0 0.1033282417 0.0000000000 
    2    1    2    1    5    1    5    1 0.1266768500 0.0000000000 
    2    1    2    1    5    2    5    2 0.1033282417 -0.0000000000 
    2    2    2    2    0    0    0    0 0.0425226232 -0.0000000000 
    2    2    2    2    0    1    0    1 0.1040653761 -0.0000000000 
    2    2    2    2    0    2    0    2 0.1867453341 0.0000000000 
    2    2    2    2    1    0    1    0 0.2458064058 0.0000000000 
    2    2    2    2    1    1    1    1 0.0810933879 -0.0000000000 
    2    2    2    2    1    2    1    2 0.0064335397 -0.0000000000 
    2    2    2    2    2    0    2    0 0.0000000000 0.0000000000 
    2    2    2    2    2    1    2    1 0.0000000000 0.0000000000 
    2    2    2    2    2    2    2    2 0.3333333333 0.0000000000 
    2    2    2    2    3    0    3    0 0.2458064058 0.0000000000 
    2    2    2    2    3    1    3    1 0.0810933879 0.0000000000 
    2    2    2    2    3    2    3    2 0.0064335397 -0.0000000000 
    2    2    2    2    4    0    4    0 0.0425226232 0.0000000000 
    2    2    2    2    4    1    4    1 0.1040653761 0.0000000000 
    2    2    2    2    4    2    4    2 0.1867453341 0.0000000000 
    2    2    2    2    5    0    5    0 0.1865190573 0.0000000000 
    2    2    2    2    5    1    5    1 0.1033282417 -0.0000000000 
    2    2    2    2    5    2    5    2 0.0434860344 0.0000000000 
    3    0    3    0    0    0    0    0 0.0434860344 -0.0000000000 
    3    0    3    0    0    1    0    1 0.1033282417 -0.0000000000 
    3    0    3    0    0    2    0    2 0.1865190573 0.0000000000 
    3    0    3    0    1    0    1    0 0.1867453341 0.0000000000 
    3    0    3    0    1    1    1    1 0.1040653761 0.0000000000 
    3    0    3    0    1    2    1    2 0.0425226232 -0.0000000000 
    3    0    3    0    2    0    2    0 0.0064335397 -0.0000000000 
    3    0    3    0    2    1    2    1 0.0810933879 0.0000000000 
    3    0    3    0    2    2    2    2 0.2458064058 0.0000000000 
    3    0    3    0    3    0    3    0 0.3333333333 0.0000000000 
    3    0    3    0    3    1    3    1 0.0000000000 0.0000000000 
    3    0    3    0    3    2    3    2 0.0000000000 0.0000000000 
    3    0    3    0    4    0    4    0 0.0064335397 -0.0000000000 
    3    0    3    0    4    1    4    1 0.0810933879 -0.0000000000 
    3    0    3    0    4    2    4    2 0.2458064058 0.0000000000 
    3    0    3    0    5    0    5    0 0.1867453341 0.0000000000 
    3    0    3    0    5    1    5    1 0.1040653761 -0.0000000000 
    3    0    3    0    5    2    5    2 0.0425226232 -0.0000000000 
    3    1    3    1    0    0    0    0 0.1033282417 -0.0000000000 
    3    1    3    1    0    1    0    1 0.1266768500 -0.0000000000 
    3    1    3    1    0    2    0    2 0.1033282417 0.0000000000 
    3    1    3    1    1    0    1    0 0.1040653761 0.0000000000 
    3    1    3    1    1    1    1    1 0.1252025811 -0.0000000000 
    3    1    3    1    1    2    1    2 0.1040653761 -0.0000000000 
    3    1    3    1    2    0    2    0 0.0810933879 -0.0000000000 
    3    1    3    1    2    1    2    1 0.1711465576 -0.0000000000 
    3    1    3    1    2    2    2    2 0.0810933879 0.0000000000 
    3    1    3    1    3    0    3    0 0.0000000000 0.0000000000 
    3    1    3    1    3    1    3    1 0.3333333333 -0.0000000000 
    3    1    3    1    3    2    3    2 0.0000000000 0.0000000000 
    3    1    3    1    4    0    4    0 0.0810933879 -0.0000000000 
    3    1    3    1    4    1    4    1 0.1711465576 -0.0000000000 
    3    1    3    1    4    2    4    2 0.0810933879 0.0000000000 
    3    1    3    1    5    0    5    0 0.1040653761 0.0000000000 
    3    1    3    1    5    1    5    1 0.1252025811 -0.0000000000 
    3    1    3    1    5    2    5    2 0.1040653761 -0.0000000000 
    3    2    3    2    0    0    0    0 0.1865190573 -0.0000000000 
    3    2    3    2    0    1    0    1 0.1033282417 -0.0000000000 
    3    2    3    2    0    2    0    2 0.0434860344 0.0000000000 
    3    2    3    2    1    0    1    0 0.0425226232 0.0000000000 
    3    2    3    2    1    1    1    1 0.1040653761 -0.0000000000 
    3    2    3    2    1    2    1    2 0.1867453341 -0.0000000000 
    3    2    3    2    2    0    2    0 0.2458064058 -0.0000000000 
    3    2    3    2    2    1    2    1 0.0810933879 -0.0000000000 
    3    2    3    2    2    2    2    2 0.0064335397 -0.0000000000 
    3    2    3    2    3    0    3    0 0.0000000000 0.0000000000 
    3    2    3    2    3    1    3    1 0.0000000000 0.0000000000 
    3    2    3    2    3    2    3    2 0.3333333333 -0.0000000000 
    3    2    3    2    4    0    4    0 0.2458064058 -0.0000000000 
    3    2    3    2    4    1    4    1 0.0810933879 -0.0000000000 
    3    2    3    2    4    2    4    2 0.0064335397 -0.0000000000 
    3    2    3    2    5    0    5    0 0.0425226232 0.0000000000 
    3    2    3    2    5    1    5    1 0.1040653761 -0.0000000000 
    3    2    3    2    5    2    5    2 0.1867453341 -0.0000000000 
    4    0    4    0    0    0    0    0 0.1867453341 -0.0000000000 
    4    0    4    0    0    1    0    1 0.1040653761 -0.0000000000 
    4    0    4    0    0    2    0    2 0.0425226232 0.0000000000 
    4    0    4    0    1    0    1    0 0.0434860344 0.0000000000 
    4    0    4    0    1    1    1    1 0.1033282417 -0.0000000000 
    4    0    4    0    1    2    1    2 0.1865190573 -0.0000000000 
    4    0    4    0    2    0    2    0 0.1867453341 -0.0000000000 
    4    0    4    0    2    1    2    1 0.1040653761 -0.0000000000 
    4    0    4    0    2    2    2    2 0.0425226232 0.0000000000 
    4    0    4    0    3    0    3    0 0.0064335397 -0.0000000000 
    4    0    4    0    3    1    3    1 0.0810933879 -0.0000000000 
    4    0    4    0    3    2    3    2 0.2458064058 -0.0000000000 
    4    0    4    0    4    0    4    0 0.3333333333 -0.0000000000 
    4    0    4    0    4    1    4    1 0.0000000000 0.0000000000 
    4    0    4    0    4    2    4    2 0.0000000000 0.0000000000 
    4    0    4    0    5    0    5    0 0.0064335397 0.0000000000 
    4    0    4    0    5    1    5    1 0.0810933879 0.0000000000 
    4    0    4    0    5    2    5    2 0.2458064058 -0.0000000000 
    4    1    4    1    0    0    0    0 0.1040653761 -0.0000000000 
    4    1    4    1    0    1    0    1 0.1252025811 -0.0000000000 
    4    1    4    1    0    2    0    2 0.1040653761 0.0000000000 
    4    1    4    1    1    0    1    0 0.1033282417 0.0000000000 
    4    1    4    1    1    1    1    1 0.1266768500 0.0000000000 
    4    1    4    1    1    2    1    2 0.1033282417 -0.0000000000 
    4    1    4    1    2    0    2    0 0.1040653761 -0.0000000000 
    4    1    4    1    2    1    2    1 0.1252025811 -0.0000000000 
    4    1    4    1    2    2    2    2 0.1040653761 0.0000000000 
    4    1    4    1    3    0    3    0 0.0810933879 -0.0000000000 
    4    1    4    1    3    1    3    1 0.1711465576 -0.0000000000 
    4    1    4    1    3    2    3    2 0.0810933879 -0.0000000000 
    4    1    4    1    4    0    4    0 0.0000000000 0.0000000000 
    4    1    4    1    4    1    4    1 0.3333333333 -0.0000000000 
    4    1    4    1    4    2    4    2 0.0000000000 0.0000000000 
    4    1    4    1    5    0    5    0 0.0810933879 0.0000000000 
    4    1    4    1    5    1    5    1 0.1711465576 -0.0000000000 
    4    1    4    1    5    2    5    2 0.0810933879 -0.0000000000 
    4    2    4    2    0    0    0    0 0.0425226232 -0.0000000000 
    4    2    4    2    0    1    0    1 0.1040653761 -0.0000000000 
    4    2    4    2    0    2    0    2 0.1867453341 0.0000000000 
    4    2    4    2    1    0    1    0 0.1865190573 0.0000000000 
    4    2    4    2    1    1    1    1 0.1033282417 -0.0000000000 
    4    2    4    2    1    2    1    2 0.0434860344 -0.0000000000 
    4    2    4    2    2    0    2    0 0.0425226232 -0.0000000000 
    4    2    4    2    2    1    2    1 0.1040653761 0.0000000000 
    4    2    4    2    2    2    2    2 0.1867453341 0.0000000000 
    4    2    4    2    3    0    3    0 0.2458064058 0.0000000000 
    4    2    4    2    3    1    3    1 0.0810933879 0.0000000000 
    4    2    4    2    3    2    3    2 0.0064335397 -0.0000000000 
    4    2    4    2    4    0    4    0 0.0000000000 0.0000000000 
    4    2    4    2    4    1    4    1 0.0000000000 0.0000000000 
    4    2    4    2    4    2    4    2 0.3333333333 0.0000000000 
    4    2    4    2    5    0    5    0 0.2458064058 0.0000000000 
    4    2    4    2    5    1    5    1 0.0810933879 -0.0000000000 
    4    2    4    2    5    2    5    2 0.0064335397 -0.0000000000 
    5    0    5    0    0    0    0    0 0.0064335397 -0.0000000000 
    5    0    5    0    0    1    0    1 0.0810933879 -0.0000000000 
    5    0    5    0    0    2    0    2 0.2458064058 0.0000000000 
    5    0    5    0    1    0    1    0 0.1867453341 0.0000000000 
    5    0    5    0    1    1    1    1 0.1040653761 -0.0000000000 
    5    0    5    0    1    2    1    2 0.0425226232 0.0000000000 
    5    0    5    0    2    0    2    0 0.0434860344 0.0000000000 
    5    0    5    0    2    1    2    1 0.1033282417 0.0000000000 
    5    0    5    0    2    2    2    2 0.1865190573 0.0000000000 
    5    0    5    0    3    0    3    0 0.1867453341 0.0000000000 
    5    0    5    0    3    1    3    1 0.1040653761 0.0000000000 
    5    0    5    0    3    2    3    2 0.0425226232 0.0000000000 
    5    0    5    0    4    0    4    0 0.0064335397 0.0000000000 
    5    0    5    0    4    1    4    1 0.0810933879 0.0000000000 
    5    0    5    0    4    2    4    2 0.2458064058 0.0000000000 
    5    0    5    0    5    0    5    0 0.3333333333 0.0000000000 
    5    0    5    0    5    1    5    1 0.0000000000 0.0000000000 
    5    0    5    0    5    2    5    2 0.0000000000 0.0000000000 
    5    1    5    1    0    0    0    0 0.0810933879 -0.0000000000 
    5    1    5    1    0    1    0    1 0.1711465576 -0.0000000000 
    5    1    5    1    0    2    0    2 0.0810933879 -0.0000000000 
    5    1    5    1    1    0    1    0 0.1040653761 -0.0000000000 
    5    1    5    1    1    1    1    1 0.1252025811 0.0000000000 
    5    1    5    1    1    2    1    2 0.1040653761 -0.0000000000 
    5    1    5    1    2    0    2    0 0.1033282417 -0.0000000000 
    5    1    5    1    2    1    2    1 0.1266768500 0.0000000000 
    5    1    5    1    2    2    2    2 0.1033282417 -0.0000000000 
    5    1    5    1    3    0    3    0 0.1040653761 -0.0000000000 
    5    1    5    1    3    1    3    1 0.1252025811 -0.0000000000 
    5    1    5    1    3    2    3    2 0.1040653761 -0.0000000000 
    5    1    5    1    4    0    4    0 0.0810933879 0.0000000000 
    5    1    5    1    4    1    4    1 0.1711465576 -0.0000000000 
    5    1    5    1    4    2    4    2 0.0810933879 -0.0000000000 
    5    1    5    1    5    0    5    0 0.0000000000 0.0000000000 
    5    1    5    1    5    1    5    1 0.3333333333 -0.0000000000 
    5    1    5    1    5    2    5    2 0.0000000000 0.0000000000 
    5    2    5    2    0    0    0    0 0.2458064058 -0.0000000000 
    5    2    5    2    0    1    0    1 0.0810933879 -0.0000000000 
    5    2    5    2    0    2    0    2 0.0064335397 -0.0000000000 
    5    2    5    2    1    0    1    0 0.0425226232 0.0000000000 
    5    2    5    2    1    1    1    1 0.1040653761 -0.0000000000 
    5    2    5    2    1    2    1    2 0.1867453341 -0.0000000000 
    5    2    5    2    2    0    2    0 0.1865190573 -0.0000000000 
    5    2    5    2    2    1    2    1 0.1033282417 -0.0000000000 
    5    2    5    2    2    2    2    2 0.0434860344 0.0000000000 
    5    2    5    2    3    0    3    0 0.0425226232 -0.0000000000 
    5    2    5    2    3    1    3    1 0.1040653761 -0.0000000000 
    5    2    5    2    3    2    3    2 0.1867453341 -0.0000000000 
    5    2    5    2    4    0    4    0 0.2458064058 -0.0000000000 
    5    2    5    2    4    1    4    1 0.0810933879 -0.0000000000 
    5    2    5    2    4    2    4    2 0.0064335397 -0.0000000000 
    5    2    5    2    5    0    5    0 0.0000000000 0.0000000000 
    5    2    5    2    5    1    5    1 0.0000000000 0.0000000000 
    5    2    5    2    5    2    5    2 0.3333333333 -0.0000000000 
